name,location,cuisines,rate,votes,approx_cost_for_two,online_order,book_table,rest_type,listed_in_type
Soul Indian Specialty - Svenska Design Hotel,Electronic City,"North Indian, South Indian, Asian, Italian, Continental",3.7,266,2000,Yes,Yes,Fine Dining,Delivery
Onesta,Electronic City,"Pizza, Cafe, Italian",4.5,863,600,Yes,Yes,"Casual Dining, Cafe",Desserts
Apsara Ice Cream,Electronic City,"Ice Cream, Desserts",4.0,67,200,No,No,Dessert Parlor,Desserts
Laddoos,Electronic City,"North Indian, Street Food, Mithai",2.8,124,250,No,No,"Quick Bites, Dessert Parlor",Desserts
NY Pizza & Waffles,Electronic City,"Pizza, Desserts",3.1,273,400,Yes,No,Quick Bites,Desserts
Thanco's Natural Ice Creams,Electronic City,"Ice Cream, Desserts",3.7,54,450,Yes,No,Dessert Parlor,Desserts
Frozen Bottle,Electronic City,"Beverages, Desserts",4.1,209,400,Yes,No,"Beverage Shop, Dessert Parlor",Desserts
Sweet Chariot,Electronic City,"Bakery, Fast Food",3.0,60,500,Yes,No,Dessert Parlor,Desserts
Chef Baker's,Electronic City,"Bakery, Fast Food, Pizza, Burger, Cafe",3.8,101,600,Yes,No,"Bakery, Quick Bites",Desserts
Entree cafe,Electronic City,"Cafe, Bakery, Desserts",3.7,56,400,Yes,No,"Cafe, Bakery",Desserts
Donut Cafe,Electronic City,"Desserts, Fast Food",3.9,163,250,Yes,No,"Dessert Parlor, Quick Bites",Desserts
Magic Oven,Electronic City,"Cafe, Desserts",4.0,135,400,No,No,"Cafe, Dessert Parlor",Desserts
The French Loaf,Electronic City,"Bakery, Desserts, Sandwich",2.6,64,400,Yes,No,"Bakery, Quick Bites",Desserts
The Hungry Shark Cafe,Electronic City,"Cafe, Continental, Beverages",3.9,117,700,No,No,Cafe,Desserts
Flying Cakes,Electronic City,"Bakery, Desserts",3.1,127,500,Yes,No,Bakery,Desserts
Sweet Truth,Electronic City,"Bakery, Desserts",3.9,81,500,Yes,No,Delivery,Desserts
The Big Barbeque,Electronic City,"BBQ, North Indian, Continental, Chinese",4.7,544,1500,No,Yes,Casual Dining,Dine-out
Lobby Cafe - Radha Regent,Electronic City,"Continental, American, South Indian, Italian, North Indian, Chinese",3.7,177,1200,No,Yes,Casual Dining,Dine-out
Fire Station,Electronic City,"Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese",4.4,809,1200,No,Yes,"Pub, Casual Dining",Dine-out
Gilly's Restobar,Electronic City,"Continental, North Indian, Chinese, Salad",4.3,1265,1200,No,Yes,"Pub, Casual Dining",Dine-out
Barbeque Nation,Electronic City,"North Indian, European, Mediterranean, BBQ, Kebab",4.3,1147,1600,No,Yes,Casual Dining,Dine-out
Onesta,Electronic City,"Pizza, Cafe, Italian",4.5,863,600,Yes,Yes,"Casual Dining, Cafe",Dine-out
Time Traveller - Sai Vishram,Electronic City,"Continental, North Indian, South Indian, Chinese",4.2,882,1100,Yes,No,Casual Dining,Dine-out
Sky Lounge Bar - Svenska Design Hotel,Electronic City,"North Indian, Pizza, Asian, Italian",4.0,537,1500,Yes,Yes,"Bar, Casual Dining",Dine-out
Food Ras,Electronic City,"North Indian, Chinese, Japanese, European, Seafood",4.3,1387,900,Yes,Yes,Casual Dining,Dine-out
The Rasoiya Street,Electronic City,"North Indian, Continental, Mediterranean, Chinese",4.2,1137,800,Yes,Yes,Casual Dining,Dine-out
Queens,Electronic City,"North Indian, Continental, British",4.3,169,1400,No,Yes,Bar,Dine-out
Hyderabadi Spice,Electronic City,"Biryani, North Indian",4.0,1369,600,Yes,No,Casual Dining,Dine-out
Kritunga Restaurant,Electronic City,"Andhra, Biryani, North Indian, Chinese",3.8,473,650,No,Yes,Casual Dining,Dine-out
Cafe Happytizing,Electronic City,"Cafe, Sandwich, Pizza, North Indian, Mexican",4.1,354,700,Yes,No,Cafe,Dine-out
Paradise,Electronic City,"Biryani, North Indian, Kebab",4.0,2043,800,Yes,No,Casual Dining,Dine-out
24@43 - The Oterra,Electronic City,"North Indian, Asian, Continental",4.1,268,3000,No,Yes,Fine Dining,Dine-out
Republic Of Noodles - Lemon Tree Hotel,Electronic City,"Singaporean, Chinese, Thai, Malaysian",4.3,385,1500,No,Yes,Casual Dining,Dine-out
Sherlock's Pub,Electronic City,"Continental, North Indian",3.6,180,1300,No,Yes,"Pub, Casual Dining",Dine-out
Citrus Cafe - Lemon Tree Hotel,Electronic City,"North Indian, Continental, South Indian",3.9,285,2200,No,Yes,Fine Dining,Dine-out
Godavari Delights,Electronic City,"Andhra, North Indian, Biryani, Seafood",3.9,407,450,Yes,No,Quick Bites,Dine-out
This Cafe Has No Name Cafe,Electronic City,"Cafe, Beverages",3.2,79,500,Yes,No,Cafe,Dine-out
Volga Restaurant,Electronic City,"North Indian, Chinese, Middle Eastern",3.7,294,500,Yes,No,Casual Dining,Dine-out
Biriyani Zone,Electronic City,"Biryani, North Indian, Chinese, Seafood",3.9,678,800,Yes,No,Casual Dining,Dine-out
Thalassery Restaurant,Electronic City,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",3.8,571,600,Yes,No,Casual Dining,Dine-out
Keys Cafe - Keys Hotel,Electronic City,"Chinese, Continental, North Indian",3.8,115,1200,No,No,Casual Dining,Dine-out
Bazaar - Zone By The Park,Electronic City,"Continental, South Indian, North Indian, Asian",4.0,415,1400,No,Yes,Casual Dining,Dine-out
Marley's Bistro,Electronic City,"Continental, European, Salad, Beverages, Italian, Burger",3.9,94,400,Yes,No,Casual Dining,Dine-out
Magic Bowl,Electronic City,"North Indian, Chinese, Arabian, Mughlai",3.6,98,700,Yes,No,Casual Dining,Dine-out
Fishing Boat - Hotel Goyal Residency,Electronic City,"Seafood, North Indian, Chinese, Biryani",3.9,418,800,Yes,Yes,Casual Dining,Dine-out
A2B - Adyar Ananda Bhavan,Electronic City,"South Indian, North Indian, Chinese, Street Food, Fast Food",3.6,213,400,No,No,Casual Dining,Dine-out
New Andhra House,Electronic City,"Andhra, Biryani, Chinese, North Indian",3.8,523,450,Yes,No,Casual Dining,Dine-out
Soul Indian Specialty - Svenska Design Hotel,Electronic City,"North Indian, South Indian, Asian, Italian, Continental",3.7,267,2000,Yes,Yes,Fine Dining,Dine-out
She Brews,Electronic City,"Cafe, Continental, Thai, Chinese",3.7,159,400,Yes,No,Cafe,Dine-out
Akkad Bakkad,Electronic City,"North Indian, Chinese",3.9,72,600,Yes,Yes,Casual Dining,Dine-out
The Chameleon,Electronic City,Finger Food,4.1,163,1200,No,No,Bar,Dine-out
Moriz Restaurant,Electronic City,"Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages",3.1,1365,700,Yes,No,Casual Dining,Dine-out
Rags on Fire,Electronic City,Cafe,3.1,64,600,Yes,No,Cafe,Dine-out
7 Days Restaurant,Electronic City,"North Indian, Chinese, Arabian",3.8,478,400,Yes,No,Quick Bites,Dine-out
Salt N Pepper,Electronic City,"North Indian, Chinese",3.6,74,500,No,No,Casual Dining,Dine-out
Mamaji's,Electronic City,North Indian,3.6,453,600,Yes,No,Casual Dining,Dine-out
Melange - Hotel Ekaa,Electronic City,"North Indian, Chinese, Continental, Mangalorean",3.2,426,900,Yes,Yes,Casual Dining,Dine-out
Kittu's,Electronic City,North Indian,4.2,800,750,Yes,Yes,Casual Dining,Dine-out
Esfahan Restaurant,Electronic City,"North Indian, Lucknowi, Mughlai, Biryani",3.5,148,700,Yes,No,Casual Dining,Dine-out
The Terminus - The Oterra,Electronic City,"Finger Food, Continental",4.0,119,2500,No,Yes,Lounge,Dine-out
East- The Oterra,Electronic City,"Chinese, Vietnamese, Thai, Malaysian",4.0,54,2200,No,Yes,Fine Dining,Dine-out
Hyderabad Darbar,Electronic City,"Andhra, South Indian",3.7,101,700,Yes,No,Casual Dining,Dine-out
Tap House Resto Bar,Electronic City,"Chinese, North Indian, Thai",3.4,183,900,Yes,Yes,"Casual Dining, Bar",Dine-out
Slounge - Lemon Tree Hotel,Electronic City,Finger Food,3.8,76,1500,No,No,Lounge,Dine-out
Barbeque Delight,Electronic City,"Arabian, Kerala, Biryani, South Indian, Chinese, BBQ",3.4,173,650,Yes,No,Casual Dining,Dine-out
Sila Restaurant,Electronic City,"Chinese, Seafood, North Indian, Biryani, Desserts",3.8,514,750,Yes,No,Casual Dining,Dine-out
Sitara Veg Restaurant,Electronic City,"South Indian, North Indian, Chinese",3.9,419,400,Yes,No,Quick Bites,Dine-out
Seasons,Electronic City,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",2.9,380,1000,Yes,No,Casual Dining,Dine-out
Cuppa,Electronic City,"Cafe, Fast Food, Continental",3.0,119,700,Yes,No,Cafe,Dine-out
Beijing Bites,Electronic City,"Chinese, Thai",3.6,778,850,Yes,Yes,Casual Dining,Dine-out
Aura - Radha Regent,Electronic City,"Continental, American, South Indian, Italian, North Indian, Chinese",3.6,116,1200,No,Yes,Bar,Dine-out
New Food Magic,Electronic City,"Andhra, Chinese, North Indian, South Indian",3.2,154,450,Yes,No,Casual Dining,Dine-out
Alloro - The Oterra,Electronic City,Italian,4.0,63,2500,No,Yes,Fine Dining,Dine-out
Spotlight - The Golden Tulip,Electronic City,"North Indian, Chinese, Continental",2.5,118,850,No,Yes,Casual Dining,Dine-out
New Punjabi Food Corner,Electronic City,"North Indian, Chinese",3.7,70,500,Yes,No,Casual Dining,Dine-out
Vms Star Biriyani,Electronic City,Biryani,3.8,47,500,No,No,Casual Dining,Dine-out
Green Family Bar & Restaurant,Electronic City,"North Indian, Chinese, Andhra",3.0,57,1000,No,No,Casual Dining,Dine-out
Chinmayee's,Electronic City,"North Indian, Chinese",3.1,83,700,No,No,Casual Dining,Dine-out
Entree cafe,Electronic City,"Cafe, Bakery, Desserts",3.7,56,400,Yes,No,"Cafe, Bakery",Dine-out
Bangaliana,Electronic City,Bengali,3.0,61,600,Yes,No,Casual Dining,Dine-out
Z-Bar,Electronic City,"Finger Food, North Indian",4.1,410,1500,No,Yes,Bar,Dine-out
Ritz,Electronic City,"North Indian, Chinese, Thai, Continental",3.5,43,800,No,No,Casual Dining,Dine-out
The Elaichi Restaurant,Electronic City,"North Indian, Asian, Continental, Bengali, Momos",3.6,399,700,Yes,No,Casual Dining,Dine-out
Bhojanam Restaurant,Electronic City,"Andhra, Biryani",3.6,196,600,No,No,Casual Dining,Dine-out
Hatti Punjab Di,Electronic City,"North Indian, Chinese",3.0,291,550,Yes,No,Casual Dining,Dine-out
The Dining Table - Sahar Pavillion,Electronic City,"Chinese, Continental, North Indian, Pizza, South Indian",3.7,74,1500,No,Yes,"Casual Dining, Bar",Dine-out
Magic Oven,Electronic City,"Cafe, Desserts",4.0,135,400,No,No,"Cafe, Dessert Parlor",Dine-out
Biryani Darbar,Electronic City,"Biryani, Mughlai, North Indian",3.6,539,800,Yes,No,Casual Dining,Dine-out
Swad,Electronic City,"North Indian, Chinese",3.7,38,500,No,No,Casual Dining,Dine-out
The Hungry Shark Cafe,Electronic City,"Cafe, Continental, Beverages",3.9,117,700,No,No,Cafe,Dine-out
Swad 'E' Punjab,Electronic City,"North Indian, Chinese, Mughlai",3.6,216,500,Yes,No,Casual Dining,Dine-out
Varenyam,Electronic City,"South Indian, North Indian",3.7,56,500,No,No,Casual Dining,Dine-out
Pallavi Restaurant,Electronic City,"Biryani, Chinese, Andhra",3.8,490,500,Yes,Yes,Casual Dining,Dine-out
Just Shawarma,Electronic City,Arabian,3.9,176,300,Yes,No,Kiosk,Dine-out
Mast Kalandar,Electronic City,North Indian,2.4,142,450,No,No,Casual Dining,Dine-out
Chung Wah,Electronic City,Chinese,2.9,95,500,No,No,Casual Dining,Dine-out
India Garden,Electronic City,"North Indian, Chinese, Fast Food, Beverages",3.3,211,550,Yes,No,Casual Dining,Dine-out
Bhukkads,Electronic City,"Chinese, North Eastern",3.2,63,400,Yes,No,Casual Dining,Dine-out
Thanima Garden Restaurant,Electronic City,"North Indian, Chinese, Kerala",3.6,163,500,Yes,No,Casual Dining,Dine-out
Nainital North Indian Restaurant,Electronic City,North Indian,3.5,73,400,Yes,No,Quick Bites,Dine-out
Cafe Palnad,Electronic City,"South Indian, Fast Food",4.0,92,400,Yes,No,Quick Bites,Dine-out
Rajasthani Charbhuja Restaurant,Electronic City,"North Indian, Chinese, Rajasthani",4.0,170,350,No,No,Quick Bites,Dine-out
Petoo,Electronic City,"North Indian, Fast Food, Street Food",3.6,55,400,Yes,No,Food Court,Dine-out
Biggies Burger 'n' More,Electronic City,"Cafe, Burger, Beverages",3.9,177,650,Yes,No,Quick Bites,Dine-out
Hyderabad Magic,Electronic City,"Hyderabadi, Chinese, Biryani, Arabian",3.8,237,400,Yes,No,Quick Bites,Dine-out
Ruchi Sagar,Electronic City,"South Indian, North Indian, Chinese, Juices",4.0,262,250,Yes,No,Quick Bites,Dine-out
Sri Pillaiyar Bhavan,Electronic City,Chettinad,4.0,117,300,Yes,No,Quick Bites,Dine-out
The Daily,Electronic City,"Rajasthani, North Indian",4.0,130,400,Yes,No,Quick Bites,Dine-out
Delhi Base Sri Food Court,Electronic City,"North Indian, South Indian, Chinese, Street Food",3.9,505,250,Yes,No,Quick Bites,Dine-out
Polar Bear,Electronic City,"Ice Cream, Desserts, Beverages, Sandwich",4.0,145,400,Yes,No,Dessert Parlor,Dine-out
Laddoos,Electronic City,"North Indian, Street Food, Mithai",2.8,124,250,No,No,"Quick Bites, Dessert Parlor",Dine-out
NY Pizza & Waffles,Electronic City,"Pizza, Desserts",3.1,273,400,Yes,No,Quick Bites,Dine-out
Faasos,Electronic City,"North Indian, Biryani, Fast Food",4.0,506,500,Yes,No,Quick Bites,Dine-out
KFC,Electronic City,"Burger, Fast Food",3.5,154,450,Yes,No,Quick Bites,Dine-out
Kettle On,Electronic City,"Fast Food, Sandwich, Beverages",3.7,110,400,Yes,No,Quick Bites,Dine-out
McDonald's Play Place,Electronic City,"Burger, Fast Food",3.7,123,500,Yes,No,Quick Bites,Dine-out
Just Fresh Point,Electronic City,"Street Food, American, Sandwich, Fast Food, Beverages, Burger, Desserts, Pizza",4.0,162,300,Yes,No,Quick Bites,Dine-out
Sanjeevini Veg,Electronic City,South Indian,3.9,57,200,No,No,Quick Bites,Dine-out
Parampara - The Veg Kitchen,Electronic City,"North Indian, Chinese, Street Food",3.7,257,350,Yes,No,Quick Bites,Dine-out
Foodies Express,Electronic City,"Chinese, North Indian, Arabian, Biryani",3.7,131,400,Yes,No,Quick Bites,Dine-out
Ruposhi Bangla,Electronic City,"Bengali, Chinese, North Indian, Seafood",4.0,159,400,Yes,No,Quick Bites,Dine-out
Marmaris,Electronic City,"North Indian, Momos",3.8,76,300,No,No,Quick Bites,Dine-out
Pure Punjabi,Electronic City,"Chinese, North Indian, Fast Food",3.4,275,450,Yes,No,Quick Bites,Dine-out
Samosa Singh,Electronic City,"Street Food, Beverages",4.0,427,150,Yes,No,Quick Bites,Dine-out
Chef Baker's,Electronic City,"Bakery, Fast Food, Pizza, Burger, Cafe",3.8,101,600,Yes,No,"Bakery, Quick Bites",Dine-out
Kolkata Kitchen,Electronic City,"North Indian, Fast Food, Biryani",3.2,231,400,Yes,No,Quick Bites,Dine-out
Messy's,Electronic City,Fast Food,3.8,108,400,Yes,No,Quick Bites,Dine-out
Wakhra Swaad,Electronic City,"North Indian, Biryani, Rolls, Beverages",3.4,83,300,Yes,No,Quick Bites,Dine-out
Indian Food Court,Electronic City,"North Indian, Chinese, Fast Food",3.8,234,400,Yes,No,Quick Bites,Dine-out
Karaikudi Restaurant,Electronic City,South Indian,3.7,214,300,Yes,No,Quick Bites,Dine-out
Burger King,Electronic City,"Burger, Fast Food, Beverages",3.8,560,600,Yes,No,Quick Bites,Dine-out
Hot Attack,Electronic City,"North Indian, Chinese, Biryani",3.6,88,400,Yes,No,Quick Bites,Dine-out
Pot Biryani,Electronic City,"North Indian, Chinese, Biryani, Seafood",2.8,297,600,Yes,No,Quick Bites,Dine-out
Pizza Hut,Electronic City,Pizza,2.7,195,750,Yes,No,Quick Bites,Dine-out
WOW! Momo,Electronic City,"Tibetan, Momos",3.6,98,400,Yes,No,Food Court,Dine-out
King's Appetite,Electronic City,"North Indian, Chinese",3.7,45,500,Yes,No,"Food Court, Quick Bites",Dine-out
Kaaram,Electronic City,"Andhra, Biryani",3.4,52,500,Yes,No,Food Court,Dine-out
Royal Bengal Corner,Electronic City,"Chinese, Fast Food, North Indian, Rolls",3.8,307,250,Yes,No,Quick Bites,Dine-out
Sandesh Sweets & Chats,Electronic City,"South Indian, Street Food, Beverages",2.9,126,350,No,No,Quick Bites,Dine-out
Flavour A Azam,Electronic City,North Indian,3.5,42,400,No,No,Quick Bites,Dine-out
Mustard Food Court,Electronic City,"North Indian, Chinese",3.8,57,500,No,No,Quick Bites,Dine-out
Pimento,Electronic City,"Chinese, Fast Food, Italian",3.7,95,400,Yes,No,Quick Bites,Dine-out
Satkar Restaurant,Electronic City,"North Indian, Chinese, Biryani, Seafood",3.6,75,350,Yes,No,Quick Bites,Dine-out
Delhi's Essence,Electronic City,North Indian,3.6,60,500,Yes,No,Quick Bites,Dine-out
Parathe Wali Gali,Electronic City,"North Indian, Chinese",3.6,332,250,Yes,No,Quick Bites,Dine-out
King,Electronic City,"North Indian, Chinese",3.7,570,300,Yes,No,Quick Bites,Dine-out
Gilly's Restobar,Electronic City,"Continental, North Indian, Chinese, Salad",4.3,1265,1200,No,Yes,"Pub, Casual Dining",Drinks & nightlife
Fire Station,Electronic City,"Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese",4.4,809,1200,No,Yes,"Pub, Casual Dining",Drinks & nightlife
Aura - Radha Regent,Electronic City,"Continental, American, South Indian, Italian, North Indian, Chinese",3.6,116,1200,No,Yes,Bar,Drinks & nightlife
Sky Lounge Bar - Svenska Design Hotel,Electronic City,"North Indian, Pizza, Asian, Italian",4.0,537,1500,Yes,Yes,"Bar, Casual Dining",Drinks & nightlife
Queens,Electronic City,"North Indian, Continental, British",4.3,169,1400,No,Yes,Bar,Drinks & nightlife
Sherlock's Pub,Electronic City,"Continental, North Indian",3.6,180,1300,No,Yes,"Pub, Casual Dining",Drinks & nightlife
The Chameleon,Electronic City,Finger Food,4.1,163,1200,No,No,Bar,Drinks & nightlife
The Terminus - The Oterra,Electronic City,"Finger Food, Continental",4.0,119,2500,No,Yes,Lounge,Drinks & nightlife
Tap House Resto Bar,Electronic City,"Chinese, North Indian, Thai",3.4,183,900,Yes,Yes,"Casual Dining, Bar",Drinks & nightlife
Slounge - Lemon Tree Hotel,Electronic City,Finger Food,3.8,76,1500,No,No,Lounge,Drinks & nightlife
Z-Bar,Electronic City,"Finger Food, North Indian",4.1,410,1500,No,Yes,Bar,Drinks & nightlife
Aura - Radha Regent,Electronic City,"Continental, American, South Indian, Italian, North Indian, Chinese",3.6,116,1200,No,Yes,Bar,Pubs and bars
Fire Station,Electronic City,"Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese",4.4,809,1200,No,Yes,"Pub, Casual Dining",Pubs and bars
Gilly's Restobar,Electronic City,"Continental, North Indian, Chinese, Salad",4.3,1265,1200,No,Yes,"Pub, Casual Dining",Pubs and bars
Sky Lounge Bar - Svenska Design Hotel,Electronic City,"North Indian, Pizza, Asian, Italian",4.0,537,1500,Yes,Yes,"Bar, Casual Dining",Pubs and bars
Queens,Electronic City,"North Indian, Continental, British",4.3,169,1400,No,Yes,Bar,Pubs and bars
Sherlock's Pub,Electronic City,"Continental, North Indian",3.6,180,1300,No,Yes,"Pub, Casual Dining",Pubs and bars
The Chameleon,Electronic City,Finger Food,4.1,163,1200,No,No,Bar,Pubs and bars
Cedar Bar & Dive - Hotel Presidency,Electronic City,"North Indian, Thai, Chinese, Continental",3.8,49,1200,Yes,No,Bar,Pubs and bars
Tap House Resto Bar,Electronic City,"Chinese, North Indian, Thai",3.4,183,900,Yes,Yes,"Casual Dining, Bar",Pubs and bars
Z-Bar,Electronic City,"Finger Food, North Indian",4.1,410,1500,No,Yes,Bar,Pubs and bars
The Dining Table - Sahar Pavillion,Electronic City,"Chinese, Continental, North Indian, Pizza, South Indian",3.7,74,1500,No,Yes,"Casual Dining, Bar",Pubs and bars
Empire Restaurant,Frazer Town,"North Indian, Mughlai, South Indian, Chinese",4.1,1864,750,Yes,No,Casual Dining,Buffet
Tiger Trail - Ramada Hotel,Shivajinagar,"North Indian, Lucknowi",4.0,188,1300,Yes,Yes,"Casual Dining, Bar",Buffet
Caraway Kitchen - Conrad Bengaluru,Ulsoor,"American, Continental, North Indian, South Indian",4.3,153,2800,No,Yes,Fine Dining,Buffet
Skylit - Citrus Hotels,Cunningham Road,"North Indian, Mughlai, Mediterranean",4.0,324,1300,No,Yes,Lounge,Buffet
Banjara Melting Pot,Cunningham Road,"North Indian, Chinese, Seafood",4.2,475,1700,Yes,Yes,Casual Dining,Buffet
Citrus Cafe - Lemon Tree Premier,Ulsoor,"North Indian, Continental, South Indian",3.9,183,2200,No,No,Casual Dining,Buffet
Zodiac - Fortune Select JP Cosmos Hotel,Cunningham Road,"North Indian, South Indian, Chinese, Continental",3.8,91,1800,Yes,Yes,Casual Dining,Buffet
Pinxx - Royal Orchid Central,MG Road,"Italian, European",3.8,198,1600,Yes,Yes,Casual Dining,Buffet
BISO - Citrus Hotels,Cunningham Road,"North Indian, South Indian, Italian, Continental",3.9,158,1100,No,Yes,Casual Dining,Buffet
Mambos Cafe,Frazer Town,"Cafe, Continental, Beverages, Fast Food",3.9,62,1100,No,No,Cafe,Cafes
Cafe Arabica,Frazer Town,"Cafe, Bakery",4.1,147,700,No,No,"Quick Bites, Bakery",Cafes
Sunny Side Bistro,Frazer Town,"Cafe, Continental",3.8,362,700,Yes,No,Cafe,Cafes
Happy Belly Bakes,Frazer Town,"Bakery, Cafe",4.1,252,350,Yes,No,"Bakery, Cafe",Cafes
Loca Moca,Frazer Town,"Cafe, Continental",2.9,45,600,No,No,Cafe,Cafes
Hammered,Cunningham Road,"North Indian, Thai, Japanese, Continental, Cafe",4.7,4678,1300,Yes,Yes,"Pub, Cafe",Cafes
Cafe Azzure,MG Road,"Cafe, Continental, Italian, Burger",4.3,2671,1200,Yes,Yes,Cafe,Cafes
Dolci Desserts,Cunningham Road,"Cafe, Desserts",4.3,654,750,Yes,No,"Cafe, Dessert Parlor",Cafes
Cafe Kaara,Ulsoor,"Cafe, Salad, Desserts, Pizza",4.2,164,750,No,No,Cafe,Cafes
